clip_id,title,url,channel,duration_sec,selection_reason,priority_tier,start_hint_sec,extraction_policy,notes,goldset_candidate,manifest_index,clip_path,run_status,run_dir,semantic_status,coaching_mode,top_action_count,no_material_intervention_needed,confidence_note,overall_score,audience_score,alertness_score,reliability,copied_semantic_summary_md,copied_semantic_summary_json,copied_coaching_report_md,copied_coaching_report_json,copied_coaching_report_pdf,copied_summary_md,copied_summary_json,error
stanford_cs230_240_300,stanford cs230 240 300,file:///workspace/clips/stanford_cs230_240_300.mp4,Stanford,60.03,workspace_local_clip,A,0.0,pre_extracted_60s_clip,Registered from /workspace/clips for fast validation and frontend debugging.,True,10,/workspace/TeacherEvaluation/evaluation/local_data/clips/stanford_cs230_240_300/clip.mp4,ok,/workspace/TeacherEvaluation/evaluation/local_data/runs/gemini_flash_local/stanford_cs230_240_300/run_20260318T011500Z,completed,llm_api_hybrid,2,False,"Face visibility is limited in parts of the clip, so eye-contact and facial-tone claims are less certain.",46.97183891361314,72.25143158947544,43.132993034567704,,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_cs230_240_300/semantic_summary.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_cs230_240_300/semantic_summary.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_cs230_240_300/teacher_coaching_report.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_cs230_240_300/teacher_coaching_report.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_cs230_240_300/teacher_coaching_report.pdf,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_cs230_240_300/summary_full.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_cs230_240_300/summary_full.json,
stanford_give_lecture_180_240,stanford give lecture 180 240,file:///workspace/clips/stanford_give_lecture_180_240.mp4,Stanford,60.03,workspace_local_clip,A,0.0,pre_extracted_60s_clip,Registered from /workspace/clips for fast validation and frontend debugging.,True,11,/workspace/TeacherEvaluation/evaluation/local_data/clips/stanford_give_lecture_180_240/clip.mp4,ok,/workspace/TeacherEvaluation/evaluation/local_data/runs/gemini_flash_local/stanford_give_lecture_180_240/run_20260318T011624Z,completed,llm_api,1,False,"Hand visibility drops in parts of the clip, so gesture labels are less certain.",60.921905659511026,85.14782735072153,89.97886370457884,,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_give_lecture_180_240/semantic_summary.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_give_lecture_180_240/semantic_summary.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_give_lecture_180_240/teacher_coaching_report.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_give_lecture_180_240/teacher_coaching_report.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_give_lecture_180_240/teacher_coaching_report.pdf,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_give_lecture_180_240/summary_full.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_give_lecture_180_240/summary_full.json,
stanford_hbb_300_360,stanford hbb 300 360,file:///workspace/clips/stanford_hbb_300_360.mp4,Stanford,59.99,workspace_local_clip,B,0.0,pre_extracted_60s_clip,Registered from /workspace/clips for fast validation and frontend debugging.,False,12,/workspace/TeacherEvaluation/evaluation/local_data/clips/stanford_hbb_300_360/clip.mp4,ok,/workspace/TeacherEvaluation/evaluation/local_data/runs/gemini_flash_local/stanford_hbb_300_360/run_20260318T011753Z,completed,llm_api,3,False,"Face visibility is limited in parts of the clip, so eye-contact and facial-tone claims are less certain.",37.973295405145315,25.751537960529838,67.33809989488489,,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_hbb_300_360/semantic_summary.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_hbb_300_360/semantic_summary.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_hbb_300_360/teacher_coaching_report.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_hbb_300_360/teacher_coaching_report.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_hbb_300_360/teacher_coaching_report.pdf,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_hbb_300_360/summary_full.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_hbb_300_360/summary_full.json,
stanford_last_lecture_180_240,stanford last lecture 180 240,file:///workspace/clips/stanford_last_lecture_180_240.mp4,Stanford,60.03,workspace_local_clip,B,0.0,pre_extracted_60s_clip,Registered from /workspace/clips for fast validation and frontend debugging.,False,13,/workspace/TeacherEvaluation/evaluation/local_data/clips/stanford_last_lecture_180_240/clip.mp4,ok,/workspace/TeacherEvaluation/evaluation/local_data/runs/gemini_flash_local/stanford_last_lecture_180_240/run_20260318T011901Z,completed,llm_api,0,True,"Face visibility is limited in parts of the clip, so eye-contact and facial-tone claims are less certain.",53.859087538361784,68.75623476525405,83.80298397797301,,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_last_lecture_180_240/semantic_summary.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_last_lecture_180_240/semantic_summary.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_last_lecture_180_240/teacher_coaching_report.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_last_lecture_180_240/teacher_coaching_report.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_last_lecture_180_240/teacher_coaching_report.pdf,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_last_lecture_180_240/summary_full.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_last_lecture_180_240/summary_full.json,
stanford_prog_method_240_300,stanford prog method 240 300,file:///workspace/clips/stanford_prog_method_240_300.mp4,Stanford,60.0,workspace_local_clip,B,0.0,pre_extracted_60s_clip,Registered from /workspace/clips for fast validation and frontend debugging.,False,14,/workspace/TeacherEvaluation/evaluation/local_data/clips/stanford_prog_method_240_300/clip.mp4,ok,/workspace/TeacherEvaluation/evaluation/local_data/runs/gemini_flash_local/stanford_prog_method_240_300/run_20260318T012043Z,completed,llm_api_hybrid,1,False,Face coverage dropped below 95%; audience orientation and facial scores are less stable.,51.85595233130922,59.25044479352472,79.41456351153118,,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_prog_method_240_300/semantic_summary.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_prog_method_240_300/semantic_summary.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_prog_method_240_300/teacher_coaching_report.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_prog_method_240_300/teacher_coaching_report.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_prog_method_240_300/teacher_coaching_report.pdf,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_prog_method_240_300/summary_full.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/stanford_prog_method_240_300/summary_full.json,
yale_deconstruction_180_240,yale deconstruction 180 240,file:///workspace/clips/yale_deconstruction_180_240.mp4,Yale,60.03,workspace_local_clip,B,0.0,pre_extracted_60s_clip,Registered from /workspace/clips for fast validation and frontend debugging.,False,15,/workspace/TeacherEvaluation/evaluation/local_data/clips/yale_deconstruction_180_240/clip.mp4,ok,/workspace/TeacherEvaluation/evaluation/local_data/runs/gemini_flash_local/yale_deconstruction_180_240/run_20260318T012158Z,completed,llm_api,1,False,"Tracking quality is stable enough for formative review, but the outputs remain heuristic proxies rather than direct teaching-quality measures.",57.325341219926955,61.899491863141066,80.94711269560743,,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_deconstruction_180_240/semantic_summary.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_deconstruction_180_240/semantic_summary.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_deconstruction_180_240/teacher_coaching_report.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_deconstruction_180_240/teacher_coaching_report.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_deconstruction_180_240/teacher_coaching_report.pdf,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_deconstruction_180_240/summary_full.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_deconstruction_180_240/summary_full.json,
yale_evolution_180_240,yale evolution 180 240,file:///workspace/clips/yale_evolution_180_240.mp4,Yale,60.03,workspace_local_clip,B,0.0,pre_extracted_60s_clip,Registered from /workspace/clips for fast validation and frontend debugging.,False,16,/workspace/TeacherEvaluation/evaluation/local_data/clips/yale_evolution_180_240/clip.mp4,ok,/workspace/TeacherEvaluation/evaluation/local_data/runs/gemini_flash_local/yale_evolution_180_240/run_20260318T012325Z,completed,llm_api,0,True,,47.87852634326292,64.26039630390306,79.42640099848889,,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_evolution_180_240/semantic_summary.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_evolution_180_240/semantic_summary.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_evolution_180_240/teacher_coaching_report.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_evolution_180_240/teacher_coaching_report.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_evolution_180_240/teacher_coaching_report.pdf,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_evolution_180_240/summary_full.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_evolution_180_240/summary_full.json,
yale_finance_240_300,yale finance 240 300,file:///workspace/clips/yale_finance_240_300.mp4,Yale,60.03,workspace_local_clip,B,0.0,pre_extracted_60s_clip,Registered from /workspace/clips for fast validation and frontend debugging.,False,17,/workspace/TeacherEvaluation/evaluation/local_data/clips/yale_finance_240_300/clip.mp4,ok,/workspace/TeacherEvaluation/evaluation/local_data/runs/gemini_flash_local/yale_finance_240_300/run_20260318T012454Z,completed,llm_api_hybrid,2,False,"Hand visibility drops in parts of the clip, so gesture labels are less certain.",49.424391698363465,80.32024597691162,61.58263041022904,,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_finance_240_300/semantic_summary.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_finance_240_300/semantic_summary.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_finance_240_300/teacher_coaching_report.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_finance_240_300/teacher_coaching_report.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_finance_240_300/teacher_coaching_report.pdf,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_finance_240_300/summary_full.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_finance_240_300/summary_full.json,
yale_linguistics_180_240,yale linguistics 180 240,file:///workspace/clips/yale_linguistics_180_240.mp4,Yale,60.03,workspace_local_clip,B,0.0,pre_extracted_60s_clip,Registered from /workspace/clips for fast validation and frontend debugging.,False,18,/workspace/TeacherEvaluation/evaluation/local_data/clips/yale_linguistics_180_240/clip.mp4,ok,/workspace/TeacherEvaluation/evaluation/local_data/runs/gemini_flash_local/yale_linguistics_180_240/run_20260318T012631Z,completed,llm_api_hybrid,1,False,Face coverage dropped below 95%; audience orientation and facial scores are less stable.,52.14254808308437,61.48078457144927,80.83080174586527,,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_linguistics_180_240/semantic_summary.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_linguistics_180_240/semantic_summary.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_linguistics_180_240/teacher_coaching_report.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_linguistics_180_240/teacher_coaching_report.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_linguistics_180_240/teacher_coaching_report.pdf,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_linguistics_180_240/summary_full.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_linguistics_180_240/summary_full.json,
yale_newtonian_240_300,yale newtonian 240 300,file:///workspace/clips/yale_newtonian_240_300.mp4,Yale,60.03,workspace_local_clip,B,0.0,pre_extracted_60s_clip,Registered from /workspace/clips for fast validation and frontend debugging.,False,19,/workspace/TeacherEvaluation/evaluation/local_data/clips/yale_newtonian_240_300/clip.mp4,ok,/workspace/TeacherEvaluation/evaluation/local_data/runs/gemini_flash_local/yale_newtonian_240_300/run_20260318T012824Z,completed,llm_api,2,False,Face coverage dropped below 95%; audience orientation and facial scores are less stable.,54.079051305725145,80.71060699619574,83.39492451100732,,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_newtonian_240_300/semantic_summary.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_newtonian_240_300/semantic_summary.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_newtonian_240_300/teacher_coaching_report.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_newtonian_240_300/teacher_coaching_report.json,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_newtonian_240_300/teacher_coaching_report.pdf,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_newtonian_240_300/summary_full.md,/workspace/TeacherEvaluation/evaluation/runtime_batches/full_flash_tuned_20260318T010135Z/reports/yale_newtonian_240_300/summary_full.json,
